epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,33.0161,0.57019,1.01069,0.95961,0.43399,0.7,0.42726,0.28794,0.94916,2.43772,1.18735,0.000895589,0.000895589,0.000895589
69,33.4762,0.53355,0.99424,0.91745,0.45211,0.66044,0.47505,0.29884,0.97507,2.36763,1.22203,0.000902224,0.000902224,0.000902224
70,33.9094,0.61184,1.09151,1.00521,0.45211,0.66044,0.47505,0.29884,0.97507,2.36763,1.22203,0.000908661,0.000908661,0.000908661
71,34.3501,0.68343,1.26187,1.02546,0.45211,0.66044,0.47505,0.29884,0.97507,2.36763,1.22203,0.0009149,0.0009149,0.0009149
72,34.8152,0.50898,1.0341,0.96806,0.47529,0.7,0.50716,0.31152,1.00885,2.33981,1.28522,0.000920941,0.000920941,0.000920941
73,35.2516,0.66476,1.27453,0.94785,0.47529,0.7,0.50716,0.31152,1.00885,2.33981,1.28522,0.000926784,0.000926784,0.000926784
74,35.8474,0.59331,0.96438,0.95891,0.47529,0.7,0.50716,0.31152,1.00885,2.33981,1.28522,0.000932429,0.000932429,0.000932429
75,36.2898,0.68502,1.00383,1.07339,0.51016,0.7,0.51346,0.32716,1.03481,2.36219,1.36698,0.000937876,0.000937876,0.000937876
76,36.7208,0.47188,0.84867,0.99216,0.51016,0.7,0.51346,0.32716,1.03481,2.36219,1.36698,0.000943125,0.000943125,0.000943125
77,37.1675,0.53367,0.96297,0.95327,0.51016,0.7,0.51346,0.32716,1.03481,2.36219,1.36698,0.000948176,0.000948176,0.000948176
78,37.6461,0.60637,1.09338,0.89754,0.5496,0.7,0.56219,0.33473,1.08901,2.36918,1.46259,0.000953029,0.000953029,0.000953029
79,38.0741,0.6525,0.99118,0.98467,0.5496,0.7,0.56219,0.33473,1.08901,2.36918,1.46259,0.000957684,0.000957684,0.000957684
80,38.5022,0.61505,0.99392,0.94039,0.5496,0.7,0.56219,0.33473,1.08901,2.36918,1.46259,0.000962141,0.000962141,0.000962141
81,38.9571,0.67491,1.08322,1.07144,0.61506,0.35,0.41386,0.23368,1.13723,2.42271,1.46109,0.0009664,0.0009664,0.0009664
82,39.3703,0.54415,0.90309,0.96922,0.61506,0.35,0.41386,0.23368,1.13723,2.42271,1.46109,0.000970461,0.000970461,0.000970461
83,39.8057,0.57664,0.99695,0.96861,0.61506,0.35,0.41386,0.23368,1.13723,2.42271,1.46109,0.000974324,0.000974324,0.000974324
84,40.4409,0.63812,1.0119,1.00416,0.63416,0.4,0.4272,0.23402,1.17504,2.41069,1.48637,0.000977989,0.000977989,0.000977989
85,40.8792,0.57341,0.91329,0.99309,0.63416,0.4,0.4272,0.23402,1.17504,2.41069,1.48637,0.000981456,0.000981456,0.000981456
86,41.3117,0.57788,0.95311,1.00592,0.63416,0.4,0.4272,0.23402,1.17504,2.41069,1.48637,0.000984725,0.000984725,0.000984725
87,41.7523,0.73212,1.2295,0.98538,0.63416,0.4,0.4272,0.23402,1.17504,2.41069,1.48637,0.000987796,0.000987796,0.000987796
88,42.2271,0.62895,1.13446,1.00218,0.56522,0.35,0.43856,0.21165,1.19395,2.42389,1.45865,0.000990669,0.000990669,0.000990669
89,42.6514,0.49727,0.9309,0.90162,0.56522,0.35,0.43856,0.21165,1.19395,2.42389,1.45865,0.000993344,0.000993344,0.000993344
90,43.0917,0.59119,0.95914,1.03217,0.56522,0.35,0.43856,0.21165,1.19395,2.42389,1.45865,0.000995821,0.000995821,0.000995821
91,43.518,0.50504,0.87271,0.95114,0.56522,0.35,0.43856,0.21165,1.19395,2.42389,1.45865,0.0009981,0.0009981,0.0009981
92,43.9978,0.51927,1.02682,0.90995,0.40208,0.5,0.41375,0.20762,1.18668,2.53135,1.42022,0.00100018,0.00100018,0.00100018
93,44.4182,0.48521,0.90621,0.91315,0.40208,0.5,0.41375,0.20762,1.18668,2.53135,1.42022,0.00100206,0.00100206,0.00100206
94,45.049,0.58149,1.0392,0.93733,0.40208,0.5,0.41375,0.20762,1.18668,2.53135,1.42022,0.00100375,0.00100375,0.00100375
95,45.4972,0.56789,0.91246,1.00957,0.40208,0.5,0.41375,0.20762,1.18668,2.53135,1.42022,0.00100524,0.00100524,0.00100524
96,45.9597,0.54738,0.91668,0.98094,0.48434,0.61085,0.50862,0.27089,1.17103,2.43271,1.41891,0.00100653,0.00100653,0.00100653
97,46.3826,0.47716,0.87413,0.89529,0.48434,0.61085,0.50862,0.27089,1.17103,2.43271,1.41891,0.00100762,0.00100762,0.00100762
98,46.8123,0.55395,1.10057,0.98262,0.48434,0.61085,0.50862,0.27089,1.17103,2.43271,1.41891,0.00100851,0.00100851,0.00100851
99,47.2526,0.4643,0.87074,0.93216,0.48434,0.61085,0.50862,0.27089,1.17103,2.43271,1.41891,0.0010092,0.0010092,0.0010092
100,47.7179,0.5782,0.96396,0.99489,0.58419,0.7,0.55139,0.31326,1.13108,2.31462,1.4146,0.0010097,0.0010097,0.0010097
101,48.1937,0.65259,1.18855,1.06198,0.58419,0.7,0.55139,0.31326,1.13108,2.31462,1.4146,0.00101,0.00101,0.00101
102,48.6499,0.44489,0.77933,0.8711,0.58419,0.7,0.55139,0.31326,1.13108,2.31462,1.4146,0.0010001,0.0010001,0.0010001
103,49.0997,0.46498,0.94,0.91548,0.58419,0.7,0.55139,0.31326,1.13108,2.31462,1.4146,0.0009902,0.0009902,0.0009902
104,49.7381,0.42894,0.83452,0.8891,0.60664,0.54023,0.53939,0.34842,1.10684,2.30035,1.34844,0.0009803,0.0009803,0.0009803
105,50.1672,0.6001,0.92158,0.99277,0.60664,0.54023,0.53939,0.34842,1.10684,2.30035,1.34844,0.0009704,0.0009704,0.0009704
106,50.6118,0.4781,0.86018,0.89711,0.60664,0.54023,0.53939,0.34842,1.10684,2.30035,1.34844,0.0009605,0.0009605,0.0009605
107,51.0398,0.48351,0.87441,0.89179,0.60664,0.54023,0.53939,0.34842,1.10684,2.30035,1.34844,0.0009506,0.0009506,0.0009506
108,51.5003,0.43543,0.80253,0.92144,0.45059,0.75,0.50255,0.3483,1.00845,2.19165,1.23045,0.0009407,0.0009407,0.0009407
109,51.9087,0.5162,0.79068,0.94364,0.45059,0.75,0.50255,0.3483,1.00845,2.19165,1.23045,0.0009308,0.0009308,0.0009308
110,52.337,0.46546,0.81125,0.93428,0.45059,0.75,0.50255,0.3483,1.00845,2.19165,1.23045,0.0009209,0.0009209,0.0009209
111,52.7751,0.56665,0.84351,1.00242,0.45059,0.75,0.50255,0.3483,1.00845,2.19165,1.23045,0.000911,0.000911,0.000911
112,53.2367,0.58838,1.07663,0.98885,0.49514,0.7359,0.55456,0.41936,0.93167,2.11644,1.17473,0.0009011,0.0009011,0.0009011
113,53.6567,0.568,0.82566,0.97433,0.49514,0.7359,0.55456,0.41936,0.93167,2.11644,1.17473,0.0008912,0.0008912,0.0008912
114,54.2755,0.64902,0.92527,1.0653,0.49514,0.7359,0.55456,0.41936,0.93167,2.11644,1.17473,0.0008813,0.0008813,0.0008813
115,54.704,0.59686,0.84183,0.97084,0.49514,0.7359,0.55456,0.41936,0.93167,2.11644,1.17473,0.0008714,0.0008714,0.0008714
116,55.1787,0.53076,0.869,0.93943,0.49021,0.7,0.54089,0.37038,1.04053,2.12437,1.23739,0.0008615,0.0008615,0.0008615
