Thu Jul 10 23:50:00 2025    results.prof

         2014028 function calls (1980186 primitive calls) in 77.422 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.012    0.012 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/texmanager.py:1(<module>)
       21    0.001    0.000    0.012    0.001 /usr/lib/python3.10/ipaddress.py:1488(__init__)
        1    0.000    0.000    0.012    0.012 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/doccer.py:269(filldoc)
        1    0.000    0.000    0.012    0.012 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/dates.py:1(<module>)
       56    0.004    0.000    0.012    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:68(APP)
        1    0.000    0.000    0.012    0.012 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/doccer.py:298(unindent_dict)
      534    0.008    0.000    0.012    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_utils/_inspect.py:41(iscode)
        1    0.000    0.000    0.012    0.012 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_survival.py:1(<module>)
       49    0.001    0.000    0.012    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/ma/core.py:129(get_object_signature)
       14    0.000    0.000    0.012    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/doccer.py:317(unindent_string)
        1    0.000    0.000    0.012    0.012 /usr/lib/python3.10/tempfile.py:1(<module>)
      105    0.002    0.000    0.012    0.000 /usr/lib/python3.10/importlib/metadata/__init__.py:946(_name_from_stem)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.10/secrets.py:1(<module>)
     1523    0.011    0.000    0.011    0.000 {built-in method sys.intern}
       86    0.004    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/f2py/auxfuncs.py:614(l_and)
     1360    0.011    0.000    0.011    0.000 {method 'format' of 'str' objects}
       30    0.011    0.000    0.011    0.000 {GaussianBlur}
    347/1    0.006    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/__config__.py:19(_cleanup)
       33    0.001    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/PngImagePlugin.py:975(load_prepare)
     39/1    0.003    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/__config__.py:25(<dictcomp>)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.10/importlib/resources.py:1(<module>)
        6    0.001    0.000    0.011    0.002 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_version.py:55(__init__)
      135    0.003    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:2016(__eq__)
      497    0.007    0.000    0.011    0.000 /usr/lib/python3.10/inspect.py:199(ismethod)
        1    0.005    0.005    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/constants/__init__.py:345(<listcomp>)
      485    0.007    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:339(iterable)
       40    0.005    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:185(SOF)
     1337    0.011    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/Image.py:584(readonly)
      495    0.007    0.000    0.011    0.000 /usr/lib/python3.10/typing.py:1242(__eq__)
        1    0.000    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/fft/_pocketfft.py:1(<module>)
     1418    0.011    0.000    0.011    0.000 {built-in method sys.getrecursionlimit}
      198    0.006    0.000    0.011    0.000 /usr/lib/python3.10/sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/signal/_short_time_fft.py:77(ShortTimeFFT)
        1    0.000    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/sparse/_base.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_shgo.py:1(<module>)
       70    0.005    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/_docscrape.py:499(_str_see_also)
      322    0.005    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/rcsetup.py:893(_convert_validator_spec)
      392    0.006    0.000    0.011    0.000 /usr/lib/python3.10/logging/__init__.py:438(format)
        1    0.000    0.000    0.011    0.011 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/decorator.py:1(<module>)
      239    0.005    0.000    0.011    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:456(__init__)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3.10/unittest/case.py:1(<module>)
        2    0.000    0.000    0.010    0.005 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:1959(_draw)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_lsq/least_squares.py:1(<module>)
      633    0.005    0.000    0.010    0.000 {built-in method builtins.repr}
      267    0.004    0.000    0.010    0.000 /usr/lib/python3.10/pathlib.py:621(__str__)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_multicomp.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_polynomial_impl.py:1(<module>)
       22    0.001    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:4215(_generateDefaultName)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_lsq/lsq_linear.py:1(<module>)
      109    0.003    0.000    0.010    0.000 /usr/lib/python3.10/enum.py:579(_get_mixins_)
      392    0.007    0.000    0.010    0.000 /usr/lib/python3.10/logging/__init__.py:160(<lambda>)
       13    0.000    0.000    0.010    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:266(expect_scalar)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/_enums.py:1(<module>)
        1    0.001    0.001    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:167(_register_known_types)
       26    0.000    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/ma/core.py:7101(__init__)
      157    0.004    0.000    0.010    0.000 /usr/lib/python3.10/posixpath.py:60(isabs)
     1306    0.010    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/reader.py:1(<module>)
      174    0.006    0.000    0.010    0.000 /usr/lib/python3.10/random.py:239(_randbelow_with_getrandbits)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/_text_helpers.py:1(<module>)
      392    0.007    0.000    0.010    0.000 /usr/lib/python3.10/logging/__init__.py:423(usesTime)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/reader.py:45(Reader)
        1    0.001    0.001    0.010    0.010 /usr/lib/python3.10/pickle.py:197(<listcomp>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_globals.py:1(<module>)
      294    0.006    0.000    0.010    0.000 /usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        4    0.000    0.000    0.010    0.002 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:1518(__mul__)
        1    0.001    0.001    0.010    0.010 /usr/lib/python3.10/json/encoder.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/figure.py:2424(Figure)
      392    0.007    0.000    0.010    0.000 /usr/lib/python3.10/logging/__init__.py:119(getLevelName)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:1422(ContinuousDistribution)
        1    0.001    0.001    0.010    0.010 /usr/lib/python3.10/ctypes/__init__.py:1(<module>)
       26    0.001    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/ma/core.py:7107(getdoc)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/scale.py:748(_get_scale_docs)
     1300    0.010    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/__init__.py:678(_set)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/dumper.py:1(<module>)
      392    0.007    0.000    0.010    0.000 /usr/lib/python3.10/threading.py:1430(current_thread)
        3    0.000    0.000    0.010    0.003 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:255(rename_parameter)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/_uarray/__init__.py:1(<module>)
      184    0.003    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/colors.py:998(copy)
        1    0.002    0.002    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/TiffTags.py:439(_populate)
       96    0.003    0.000    0.010    0.000 /usr/lib/python3.10/inspect.py:229(isdatadescriptor)
        6    0.001    0.000    0.009    0.002 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:35(__init__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/interpolate/_rgi.py:1(<module>)
       13    0.005    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:626(analyze_scalar)
       93    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       13    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:515(process_scalar)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/importlib/metadata/__init__.py:484(select)
        1    0.003    0.003    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/six.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/importlib/metadata/__init__.py:354(select)
        2    0.002    0.001    0.009    0.005 /usr/lib/python3.10/importlib/metadata/__init__.py:359(<genexpr>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_multivariate.py:1112(__init__)
      105    0.001    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/__init__.py:336(wrapper)
       13    0.005    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:1080(write_plain)
     1055    0.009    0.000    0.009    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_type_check_impl.py:1(<module>)
        8    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/colors.py:2563(make_norm_from_scale)
     1073    0.009    0.000    0.009    0.000 <frozen importlib._bootstrap>:357(__init__)
       35    0.001    0.000    0.009    0.000 /usr/lib/python3.10/logging/__init__.py:2071(getLogger)
       31    0.001    0.000    0.009    0.000 /usr/lib/python3.10/pathlib.py:1023(glob)
     1034    0.009    0.000    0.009    0.000 /usr/lib/python3.10/functools.py:65(wraps)
      370    0.006    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/_docscrape.py:454(_str_header)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/multiprocessing/context.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/layout_engine.py:1(<module>)
       67    0.004    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/colors.py:1153(<dictcomp>)
        5    0.000    0.000    0.009    0.002 /usr/lib/python3.10/typing.py:523(Optional)
      240    0.005    0.000    0.009    0.000 /usr/lib/python3.10/inspect.py:1867(_signature_get_user_defined_method)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/mlab.py:1(<module>)
      215    0.005    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/_docscrape.py:28(__init__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/units.py:1(<module>)
       73    0.008    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/ImageFile.py:344(<listcomp>)
      4/3    0.000    0.000    0.009    0.003 /usr/lib/python3.10/sysconfig.py:700(get_config_var)
       15    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:469(process_tag)
       78    0.001    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:4216(<genexpr>)
      6/4    0.000    0.000    0.009    0.002 /usr/lib/python3.10/sysconfig.py:611(get_config_vars)
     1092    0.009    0.000    0.009    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_nanfunctions_impl.py:1(<module>)
      341    0.006    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/TiffImagePlugin.py:779(_unpack)
      212    0.005    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/TiffImagePlugin.py:876(_ensure_read)
       28    0.001    0.000    0.008    0.000 /usr/lib/python3.10/dataclasses.py:623(_cmp_fn)
        2    0.000    0.000    0.008    0.004 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:789(draw)
      345    0.006    0.000    0.008    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
       50    0.002    0.000    0.008    0.000 /usr/lib/python3.10/ipaddress.py:1908(__init__)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/ndimage/_measurements.py:1(<module>)
     1028    0.008    0.000    0.008    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.008    0.003 /usr/lib/python3.10/argparse.py:1329(__init__)
      193    0.005    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/Image.py:3428(_decompression_bomb_check)
        4    0.002    0.000    0.008    0.002 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:526(draw)
       13    0.000    0.000    0.008    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:494(choose_scalar_style)
       13    0.000    0.000    0.008    0.001 /usr/lib/python3.10/textwrap.py:473(indent)
      963    0.008    0.000    0.008    0.000 {method 'tell' of '_io.BufferedReader' objects}
      116    0.005    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/Image.py:414(_getdecoder)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:1(<module>)
       93    0.003    0.000    0.008    0.000 <frozen zipimport>:64(__init__)
     12/2    0.000    0.000    0.008    0.004 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:1578(makeOptionalList)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/linalg/blas.py:1(<module>)
        1    0.001    0.001    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/helpers.py:1084(<listcomp>)
       33    0.000    0.000    0.008    0.000 /usr/lib/python3.10/contextlib.py:130(__enter__)
      353    0.005    0.000    0.008    0.000 /usr/lib/python3.10/pathlib.py:239(splitroot)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_levy_stable/__init__.py:1159(<listcomp>)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/charset_normalizer/utils.py:1(<module>)
       41    0.001    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/TiffImagePlugin.py:674(__setitem__)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_shape_base_impl.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.10/datetime.py:1(<module>)
      150    0.002    0.000    0.008    0.000 /usr/lib/python3.10/pathlib.py:631(__fspath__)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/markers.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.10/bz2.py:1(<module>)
       31    0.001    0.000    0.008    0.000 /usr/lib/python3.10/ipaddress.py:1272(__init__)
     1029    0.008    0.000    0.008    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/sparse/_compressed.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/ExifTags.py:305(GPS)
       35    0.002    0.000    0.008    0.000 /usr/lib/python3.10/logging/__init__.py:1315(getLogger)
       80    0.002    0.000    0.008    0.000 /usr/lib/python3.10/inspect.py:1985(_signature_is_builtin)
      326    0.005    0.000    0.008    0.000 /usr/lib/python3.10/sre_parse.py:433(_uniq)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/integrate/_ode.py:1(<module>)
      857    0.008    0.000    0.008    0.000 {built-in method _imp._fix_co_filename}
      548    0.006    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/rcsetup.py:191(validator)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/sparse/linalg/_isolve/iterative.py:1(<module>)
      878    0.008    0.000    0.008    0.000 <frozen importlib._bootstrap>:48(_new_module)
        3    0.000    0.000    0.008    0.003 /usr/lib/python3.10/gettext.py:756(gettext)
       14    0.001    0.000    0.008    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:981(filtered)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.10/uuid.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/patches.py:4135(FancyArrowPatch)
        9    0.000    0.000    0.008    0.001 /usr/lib/python3.10/argparse.py:2565(_get_formatter)
      982    0.008    0.000    0.008    0.000 {method 'get' of 'mappingproxy' objects}
        6    0.000    0.000    0.008    0.001 /usr/lib/python3.10/posixpath.py:392(realpath)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/fft/_backend.py:1(<module>)
      988    0.008    0.000    0.008    0.000 {method '__subclasses__' of 'type' objects}
       62    0.001    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/__init__.py:866(_open_file_or_url)
        3    0.000    0.000    0.008    0.003 /usr/lib/python3.10/gettext.py:679(dgettext)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_page_trend_test.py:1(<module>)
       27    0.000    0.000    0.007    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:5818(__init__)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/sparse/linalg/_matfuncs.py:1(<module>)
        1    0.004    0.004    0.007    0.007 /usr/lib/python3.10/hmac.py:1(<module>)
        3    0.000    0.000    0.007    0.002 /usr/lib/python3.10/gettext.py:598(translation)
        9    0.001    0.000    0.007    0.001 /usr/lib/python3.10/argparse.py:170(__init__)
       58    0.003    0.000    0.007    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:3161(parseImpl)
      446    0.007    0.000    0.007    0.000 {built-in method time.time}
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/hashlib.py:1(<module>)
        3    0.001    0.000    0.007    0.002 /usr/lib/python3.10/gettext.py:542(find)
      124    0.001    0.000    0.007    0.000 {method 'remove' of 'set' objects}
        6    0.001    0.000    0.007    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/patches.py:2353(<listcomp>)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_remove_redundancy.py:1(<module>)
       21    0.001    0.000    0.007    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_core/arrayprint.py:550(wrapper)
        9    0.000    0.000    0.007    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:395(expect_block_mapping_key)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_core/printoptions.py:1(<module>)
        2    0.000    0.000    0.007    0.004 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/__init__.py:519(_get_config_or_cache_dir)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/polynomial/polynomial.py:1(<module>)
       16    0.001    0.000    0.007    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_arraypad_impl.py:545(pad)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/special/_multiufuncs.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/markers.py:150(MarkerStyle)
       64    0.002    0.000    0.007    0.000 /usr/lib/python3.10/inspect.py:1349(formatannotation)
      114    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.007    0.007 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_twodim_base_impl.py:1(<module>)
      287    0.005    0.000    0.007    0.000 /usr/lib/python3.10/typing.py:1278(__eq__)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/random.py:1(<module>)
       28    0.001    0.000    0.007    0.000 /usr/lib/python3.10/dataclasses.py:227(_recursive_repr)
      195    0.003    0.000    0.007    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_shape_base_impl.py:617(_column_stack_dispatcher)
