Thu Jul 10 07:49:21 2025    results.prof

         4680484 function calls (4609963 primitive calls) in 79.901 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1281    0.010    0.000    0.010    0.000 /usr/lib/python3.10/dataclasses.py:409(<listcomp>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/TiffTags.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/mlab.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/_shard/sharded_tensor/metadata.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/add.py:1(<module>)
       39    0.001    0.000    0.010    0.000 /usr/lib/python3.10/logging/__init__.py:872(__init__)
      470    0.007    0.000    0.010    0.000 /usr/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/networkx/algorithms/bipartite/covering.py:1(<module>)
        1    0.001    0.001    0.010    0.010 /usr/lib/python3.10/ctypes/__init__.py:1(<module>)
     1462    0.010    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/jit/_builtins.py:143(_is_special_functional_bound_op)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_survival.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/functions/special/spherical_harmonics.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/ao/nn/quantized/modules/conv.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/tensor/_ops/_embedding_ops.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/tensor/_ops/_tensor_ops.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributions/gumbel.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/inception.py:1(<module>)
      621    0.007    0.000    0.010    0.000 /usr/lib/python3.10/contextlib.py:426(__exit__)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchgen/code_template.py:1(<module>)
        1    0.001    0.001    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/PIL/TiffImagePlugin.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/assumptions.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchgen/code_template.py:21(CodeTemplate)
       26    0.001    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/ma/core.py:7107(getdoc)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/ntheory/partitions_.py:1(<module>)
      420    0.006    0.000    0.010    0.000 /usr/lib/python3.10/importlib/metadata/__init__.py:387(_parse_groups)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_tensor_str.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/mobilenetv2.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/triton/language/core.py:767(tensor)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/scale.py:748(_get_scale_docs)
      444    0.007    0.000    0.010    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
       38    0.001    0.000    0.010    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_numpy/_ufuncs.py:67(deco_binary_ufunc)
       35    0.000    0.000    0.010    0.000 /usr/lib/python3.10/logging/__init__.py:1066(__init__)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/detection/ssd.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/masked/maskedtensor/passthrough.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/networkx/algorithms/connectivity/edge_augmentation.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_prims/rng_prims.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/reader.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/ao/nn/quantizable/modules/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/utils/data/datapipes/iter/combining.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/quantization/inception.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/quantization/mobilenetv2.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/utils/_sympy/symbol.py:1(<module>)
        4    0.000    0.000    0.009    0.002 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:1518(__mul__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/polys/agca/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_inductor/package/__init__.py:1(<module>)
       22    0.001    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:4215(_generateDefaultName)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/fx/passes/net_min_base.py:89(_MinimizerBase)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_custom_op/impl.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/equality_constrained_sqp.py:1(<module>)
        1    0.001    0.001    0.009    0.009 /usr/lib/python3.10/pickle.py:197(<listcomp>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/geometry/polygon.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_linprog_util.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/reader.py:45(Reader)
     1366    0.009    0.000    0.009    0.000 /usr/lib/python3.10/inspect.py:2695(annotation)
      135    0.003    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:2016(__eq__)
       95    0.004    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/sympify.py:124(sympify)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/solvers/diophantine/diophantine.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/mpmath/ctx_fp.py:18(__init__)
       17    0.002    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:469(process_tag)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/decorator.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/detection/ssdlite.py:1(<module>)
      237    0.003    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:330(from_int)
        2    0.000    0.000    0.009    0.005 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:1959(_draw)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_globals.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/fx/passes/splitter_base.py:1(<module>)
      137    0.004    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_library/utils.py:96(is_functional)
     1300    0.009    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/__init__.py:678(_set)
  149/136    0.002    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/cache.py:69(wrapper)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/_enums.py:1(<module>)
        1    0.003    0.003    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/six.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/_lib/_uarray/__init__.py:1(<module>)
       15    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:515(process_scalar)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/asyncio/coroutines.py:1(<module>)
        3    0.000    0.000    0.009    0.003 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:255(rename_parameter)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/triton/backends/compiler.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_numpy/linalg.py:1(<module>)
       36    0.002    0.000    0.009    0.000 /usr/lib/python3.10/tokenize.py:390(open)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/dumper.py:1(<module>)
      239    0.004    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/pyparsing/core.py:456(__init__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/quantization/mobilenetv3.py:1(<module>)
        6    0.001    0.000    0.009    0.002 /usr/lib/python3.10/typing.py:1773(get_type_hints)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:167(_register_known_types)
       10    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:395(expect_block_mapping_key)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3015(_builtin_function_ids)
        8    0.000    0.000    0.009    0.001 /usr/lib/python3.10/configparser.py:680(read)
     1211    0.009    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/networkx/utils/decorators.py:714(__init__)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/glob.py:1(<module>)
      201    0.004    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_numpy/_funcs.py:22(is_public_function)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/imageio/v2.py:1(<module>)
      428    0.005    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:291(from_man_exp)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/matrices/expressions/permutation.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/mod.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/filelock/_api.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/_shard/sharding_plan/__init__.py:1(<module>)
       12    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_functorch/deprecated.py:44(setup_docs)
       15    0.005    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:1080(write_plain)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributions/bernoulli.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/signal/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_lsq/least_squares.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/assumptions/relation/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_dynamo/hooks.py:1(<module>)
      322    0.004    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/rcsetup.py:893(_convert_validator_spec)
       41    0.001    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/decorators.py:110(priority_decorator)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_api.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/ao/nn/sparse/quantized/dynamic/linear.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/networkx/algorithms/coloring/__init__.py:1(<module>)
        1    0.001    0.001    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/onnx/symbolic_opset18.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/nn/parallel/comm.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/skimage/io/util.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/ao/quantization/qconfig.py:1(<module>)
      184    0.002    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/colors.py:998(copy)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/patches.py:4135(FancyArrowPatch)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/datetime.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/strategies/branch/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/onnx/_internal/registration.py:1(<module>)
        3    0.000    0.000    0.009    0.003 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/networkx/utils/configs.py:75(__new__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/layout_engine.py:1(<module>)
        9    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_library/infer_schema.py:208(derived_seq_types)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/nn/qat/modules/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/optimize/_highspy/_highs_wrapper.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/fx/passes/tools_common.py:94(FxNetAccFusionsFinder)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/polys/numberfields/basis.py:1(<module>)
      105    0.001    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/__init__.py:336(wrapper)
       31    0.001    0.000    0.009    0.000 /usr/lib/python3.10/pathlib.py:1023(glob)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/fx/node.py:200(Node)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/package/package_importer.py:1(<module>)
        8    0.000    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/typing_extensions.py:2128(TypeIs)
     1118    0.009    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_ops.py:913(overloadpacket)
      4/3    0.000    0.000    0.009    0.003 /usr/lib/python3.10/sysconfig.py:700(get_config_var)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_numpy/_normalizations.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/models/detection/keypoint_rcnn.py:1(<module>)
       68    0.005    0.000    0.009    0.000 /usr/lib/python3.10/pickletools.py:1124(__init__)
        6    0.001    0.000    0.009    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:35(__init__)
       34    0.001    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/core/symbol.py:494(__new__)
      6/4    0.000    0.000    0.009    0.002 /usr/lib/python3.10/sysconfig.py:611(get_config_vars)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/numpy/lib/_type_check_impl.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/algorithms/__init__.py:1(<module>)
      165    0.006    0.000    0.009    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/autograd/function.py:329(__init__)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/nn/intrinsic/quantized/modules/__init__.py:1(<module>)
     1190    0.009    0.000    0.009    0.000 {built-in method torch._C._add_docstr}
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/utils/data/sampler.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/tqdm/utils.py:34(envwrap)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/utils/_config_module.py:340(ConfigModule)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/scipy/stats/_distribution_infrastructure.py:1422(ContinuousDistribution)
        1    0.001    0.001    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/tqdm/utils.py:73(<dictcomp>)
       15    0.005    0.000    0.008    0.001 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/yaml/emitter.py:626(analyze_scalar)
     1201    0.008    0.000    0.008    0.000 /usr/lib/python3.10/traceback.py:309(walk_stack)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_dynamo/polyfills/sys.py:1(<module>)
  189/184    0.004    0.000    0.008    0.000 /usr/lib/python3.10/typing.py:185(_type_repr)
      223    0.002    0.000    0.008    0.000 /usr/lib/python3.10/typing.py:722(__init__)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/utils/dlpack.py:10(DLDeviceType)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_web_request.py:1(<module>)
       64    0.001    0.000    0.008    0.000 /usr/lib/python3.10/asyncio/coroutines.py:164(iscoroutinefunction)
        8    0.008    0.001    0.008    0.001 {method 'paste' of 'ImagingCore' objects}
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/nn/utils/stateless.py:1(<module>)
        2    0.000    0.000    0.008    0.004 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/utils/_sympy/functions.py:1361(make_opaque_bitwise_fn)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/units.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/matplotlib/figure.py:2424(Figure)
        1    0.001    0.001    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/onnx/symbolic_opset8.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/charset_normalizer/utils.py:1(<module>)
      124    0.002    0.000    0.008    0.000 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_library/utils.py:299(has_kwarg_only_args)
       96    0.003    0.000    0.008    0.000 /usr/lib/python3.10/inspect.py:229(isdatadescriptor)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/sympy/interactive/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torchvision/ops/_register_onnx_ops.py:103(_register_custom_op)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_param.py:193(FSDPParam)
       55    0.003    0.000    0.008    0.000 /usr/lib/python3.10/typing.py:1549(__init_subclass__)
        1    0.000    0.000    0.008    0.008 /home/vikhyat/RIPS25-AnalogDevices-ObjectDetection/env/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/functional_utils.py:1(<module>)
