epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,272.073,0.23837,0.23379,0.81334,0.54452,0.75,0.53621,0.42354,0.91383,1.61218,1.16277,0.0002279,0.0002279,0.0002279
181,273.69,0.23504,0.23929,0.82319,0.54496,0.75,0.53911,0.41527,0.93854,1.59934,1.17813,0.000218,0.000218,0.000218
182,275.08,0.24719,0.24245,0.81928,0.53259,0.75,0.5373,0.41119,0.97412,1.6259,1.21337,0.0002081,0.0002081,0.0002081
183,276.608,0.24841,0.246,0.83006,0.52365,0.75,0.51458,0.3919,0.98536,1.71289,1.22387,0.0001982,0.0001982,0.0001982
184,278.102,0.24585,0.24303,0.82649,0.51447,0.7,0.49114,0.37485,0.97581,1.72802,1.21602,0.0001883,0.0001883,0.0001883
185,279.612,0.24337,0.24058,0.81047,0.51465,0.7,0.48897,0.37288,0.97188,1.76773,1.20743,0.0001784,0.0001784,0.0001784
186,281.131,0.23283,0.23511,0.80746,0.51422,0.7,0.48504,0.37247,0.96789,1.76559,1.20979,0.0001685,0.0001685,0.0001685
187,282.604,0.24016,0.23407,0.81992,0.53459,0.7,0.49903,0.37646,0.98219,1.7821,1.2103,0.0001586,0.0001586,0.0001586
188,284.093,0.23895,0.23449,0.80362,0.52797,0.7,0.49724,0.37115,0.99744,1.80041,1.21237,0.0001487,0.0001487,0.0001487
189,285.542,0.26159,0.23667,0.85376,0.53,0.7,0.49837,0.36836,0.97782,1.804,1.20023,0.0001388,0.0001388,0.0001388
190,287.263,0.23659,0.23757,0.80747,0.51468,0.7,0.49728,0.37531,0.94797,1.801,1.19575,0.0001289,0.0001289,0.0001289
191,290.136,0.20287,0.21363,0.78652,0.51633,0.7,0.5029,0.3907,0.92982,1.79743,1.18314,0.000119,0.000119,0.000119
192,291.665,0.19806,0.21835,0.78671,0.5154,0.7,0.49686,0.39323,0.94503,1.80569,1.19405,0.0001091,0.0001091,0.0001091
193,293.178,0.19678,0.20473,0.79251,0.48943,0.71935,0.48687,0.38411,0.95936,1.80286,1.20507,9.92e-05,9.92e-05,9.92e-05
194,294.62,0.18746,0.19913,0.80806,0.49404,0.73273,0.47765,0.37193,0.96713,1.81168,1.21147,8.93e-05,8.93e-05,8.93e-05
195,296.088,0.18488,0.20653,0.78171,0.49685,0.74085,0.48855,0.37255,0.98212,1.8001,1.22489,7.94e-05,7.94e-05,7.94e-05
196,297.525,0.19512,0.20707,0.81953,0.49856,0.74582,0.47164,0.36911,0.99588,1.79393,1.23377,6.95e-05,6.95e-05,6.95e-05
197,298.965,0.22767,0.22498,0.8242,0.49941,0.74829,0.47834,0.37596,1.002,1.80407,1.23675,5.96e-05,5.96e-05,5.96e-05
198,300.454,0.17544,0.19902,0.80013,0.51561,0.8,0.47836,0.37516,1.00799,1.7975,1.23956,4.97e-05,4.97e-05,4.97e-05
199,301.869,0.17721,0.19759,0.78685,0.51204,0.8,0.47825,0.37845,1.00433,1.81096,1.23517,3.98e-05,3.98e-05,3.98e-05
200,303.343,0.17579,0.21856,0.73484,0.51151,0.8,0.47153,0.37021,1.00733,1.82232,1.23558,2.99e-05,2.99e-05,2.99e-05
