epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,113.894,0.81637,1.53902,1.21308,0.39998,0.23657,0.19739,0.13421,1.30271,2.84128,1.35955,0.000454732,0.000454732,0.000454732
181,114.471,0.85956,1.5735,1.27054,0.39998,0.23657,0.19739,0.13421,1.30271,2.84128,1.35955,0.000451066,0.000451066,0.000451066
182,115.08,0.72988,1.52653,1.17761,0.28991,0.27545,0.18964,0.13473,1.30454,2.83262,1.36568,0.0004474,0.0004474,0.0004474
183,115.669,0.76026,1.36616,1.14612,0.28991,0.27545,0.18964,0.13473,1.30454,2.83262,1.36568,0.000443733,0.000443733,0.000443733
184,116.278,0.75184,1.50423,1.20318,0.29335,0.24545,0.19198,0.13766,1.30506,2.8221,1.36467,0.000440067,0.000440067,0.000440067
185,116.889,0.78172,1.51727,1.2301,0.29335,0.24545,0.19198,0.13766,1.30506,2.8221,1.36467,0.000436401,0.000436401,0.000436401
186,117.647,0.63905,1.4749,1.09787,0.29617,0.24233,0.19096,0.13466,1.30614,2.82382,1.36673,0.000432734,0.000432734,0.000432734
187,118.242,0.68039,1.52731,1.16156,0.29617,0.24233,0.19096,0.13466,1.30614,2.82382,1.36673,0.000429068,0.000429068,0.000429068
188,118.865,0.83164,1.44662,1.11742,0.29634,0.24298,0.1944,0.13816,1.30604,2.82733,1.365,0.000425402,0.000425402,0.000425402
189,119.458,0.78447,1.50996,1.21512,0.29634,0.24298,0.1944,0.13816,1.30604,2.82733,1.365,0.000421736,0.000421736,0.000421736
190,120.071,0.62821,1.26954,1.12228,0.29792,0.25052,0.19689,0.14059,1.30763,2.84222,1.3619,0.000418069,0.000418069,0.000418069
191,120.67,0.75454,1.45712,1.17082,0.29792,0.25052,0.19689,0.14059,1.30763,2.84222,1.3619,0.000414403,0.000414403,0.000414403
192,121.289,0.66462,1.39044,1.09004,0.29205,0.25446,0.19564,0.14077,1.3111,2.84468,1.3647,0.000410737,0.000410737,0.000410737
193,121.883,0.659,1.41445,1.14503,0.29205,0.25446,0.19564,0.14077,1.3111,2.84468,1.3647,0.00040707,0.00040707,0.00040707
194,122.49,0.73925,1.45872,1.16807,0.33177,0.22943,0.19679,0.14213,1.31462,2.84414,1.3636,0.000403404,0.000403404,0.000403404
195,123.253,0.69073,1.55924,1.17821,0.33177,0.22943,0.19679,0.14213,1.31462,2.84414,1.3636,0.000399738,0.000399738,0.000399738
196,123.858,0.80022,1.50042,1.16703,0.32128,0.22943,0.19923,0.14277,1.32081,2.85529,1.36641,0.000396071,0.000396071,0.000396071
197,124.439,0.66596,1.38218,1.13842,0.32128,0.22943,0.19923,0.14277,1.32081,2.85529,1.36641,0.000392405,0.000392405,0.000392405
198,125.051,0.94146,1.73421,1.26832,0.32791,0.23433,0.20116,0.14569,1.32866,2.86182,1.36513,0.000388739,0.000388739,0.000388739
